even	حتى	1.8899823153846154E-4
black	بلک	1.8822319615384615E-4
check	بررسی	1.8807006923076924E-4
special	خاصه	1.8793218538461538E-4
prices	قیمتها	1.872582523076923E-4
website	وبگاه	1.8682786307692309E-4
index	شاخص	1.8678942E-4
being	بودن	1.8675622384615385E-4
women	زنان	1.8655419615384617E-4
much	زیاد	1.8640484615384614E-4
sign	علامت	1.863773676923077E-4
file	پرونده	1.8604942384615385E-4
link	لینک	1.849251176923077E-4
open	باز	1.8436179307692308E-4
today	امروز	1.840547723076923E-4
technology	تکنولوژی	1.835956123076923E-4
south	ساوت	1.8352394846153847E-4
case	مورد	1.8120230769230769E-4
project	پروژه	1.8097122615384615E-4
same	همون	1.806327576923077E-4
pages	صفحات	1.8000085692307692E-4
version	نسخه	1.7880457923076924E-4
section	بخش	1.7865535076923078E-4
sports	اسپورت	1.7835712307692308E-4
house	خانه	1.7793109230769232E-4
related	مربوط	1.777903630769231E-4
security	امنیت	1.7693386076923076E-4
both	هردو	1.7588349307692307E-4
county	کانتی	1.7505182538461538E-4
american	امریکن	1.7502690615384616E-4
photo	عکس	1.7471173E-4
game	بازی	1.747011576923077E-4
members	اعضا	1.7435088692307693E-4
power	قدرت	1.7430489846153847E-4
care	مراقبت	1.7332826076923077E-4
network	شبکه	1.732453776923077E-4
down	پایین	1.7301222615384614E-4
computer	کامپیوتر	1.724438823076923E-4
systems	سیستمها	1.7196608846153846E-4
three	سه	1.7185953384615384E-4
total	کلا	1.7126881461538462E-4
place	محل	1.6997710384615385E-4
end	پایان	1.6985563692307692E-4
following	ذیل	1.6977686538461538E-4
download	بارگیری	1.6971240615384616E-4
him	او	1.6885847923076922E-4
without	بى	1.6860777307692307E-4
per	پر	1.684197346153846E-4
think	فکر	1.6758196153846154E-4
north	شمالی	1.6754577923076922E-4
resources	منابع	1.671297169230769E-4
current	جریان	1.669131823076923E-4
posts	پستها	1.667862523076923E-4
big	بیگ	1.666850353846154E-4
media	رسانه	1.6648654615384617E-4
law	حقوق	1.6624806692307691E-4
control	کنترل	1.6581573307692307E-4
water	آب	1.6552191384615385E-4
history	تاریخ	1.6538501153846153E-4
pictures	پیکچرز	1.6538301384615384E-4
size	اندازۀ	1.6526473307692307E-4
art	هنر	1.6515592E-4
personal	شخصی	1.6513223615384614E-4
guide	هدایت	1.6413754384615384E-4
shop	فروشی	1.636875753846154E-4
board	تخته	1.6335466076923078E-4
location	محل	1.6249487153846155E-4
change	تغییر	1.6200095692307692E-4
white	سپید	1.614336376923077E-4
text	متن	1.6060006153846153E-4
small	کوچکی	1.6028606E-4
rating	ارزیابی	1.5989130153846155E-4
rate	نرخ	1.5971859923076924E-4
government	دولت	1.5890974846153845E-4
children	فرزندان	1.5887546692307692E-4
return	بازگشت	1.5817674076923076E-4
students	دانشجویان	1.5753938615384615E-4
shopping	خرید	1.5700328846153847E-4
account	حساب	1.566241146153846E-4
times	زمانهای	1.5611606153846154E-4
sites	یونسکو	1.5596594923076922E-4
level	تراز	1.5581818615384617E-4
digital	دیجیتالی	1.5565135923076924E-4
profile	نمایه	1.5527288076923077E-4
previous	پیشین	1.5514821384615384E-4
form	فرم	1.5491937846153847E-4
events	رویدادهای	1.5479650307692307E-4
love	عشقی	1.5466425076923076E-4
old	پیر	1.5361094307692307E-4
john	یوحنا	1.5357126461538461E-4
main	اصلی	1.5355134923076923E-4
call	بخوانید	1.5354528384615385E-4
hours	ساعتها	1.5249454153846154E-4
image	نگاره	1.5221098692307693E-4
department	بخش	1.5176409615384615E-4
description	شرح	1.5100095769230768E-4
non	غیر	1.508534976923077E-4
insurance	بیمه	1.4867022538461537E-4
another	دیگری	1.4810442307692308E-4
why	چرا	1.4769282461538462E-4
property	ویژگی	1.4752568692307693E-4
class	کلاس	1.4699059307692308E-4
still	هنوزم	1.464872976923077E-4
money	پولی	1.4631159384615385E-4
quality	کیفیتی	1.4577656384615384E-4
every	هر	1.456353E-4
content	محتوا	1.4529268846153847E-4
country	کشور	1.4514705230769231E-4
private	شخصی	1.4452759846153847E-4
little	اندکی	1.4395578384615384E-4
visit	بازدید	1.4389408923076922E-4
save	ذخیره	1.4314699615384615E-4
tools	ابزارها	1.427352876923077E-4
low	کم	1.421657523076923E-4
reply	پاسخ	1.4213691692307692E-4
customer	مشتری	1.418514523076923E-4
december	دسامبر	1.409517223076923E-4
compare	مقایسه	1.4092529615384615E-4
movies	فیلم	1.4056889769230768E-4
include	شامل	1.4044559615384615E-4
college	کالج	1.4041955846153846E-4
article	مقاله	1.3997642692307693E-4
york	یورک	1.3965858076923077E-4
man	مَرد	1.3957348538461538E-4
card	ورق	1.3952849384615384E-4
jobs	جابز	1.3928892692307692E-4
provide	فراهم	1.3926230307692306E-4
food	غذایی	1.3857233E-4
source	مبدأ	1.3843375846153846E-4
author	مؤلف	1.383180353846154E-4
different	متفاوت	1.3830324923076924E-4
press	فشار	1.381944076923077E-4
learn	یادگیری	1.3802175846153847E-4
sale	حراج	1.3786505384615384E-4
around	اطراف	1.3754617923076922E-4
print	چاپ	1.3711605538461538E-4
course	دوره	1.3690511692307692E-4
job	شغل	1.366976376923077E-4
canada	کانادا	1.3627227076923077E-4
process	فرایند	1.3602244384615383E-4
teen	تین	1.3561652769230768E-4
room	اتاق	1.3561531153846154E-4
stock	موجودی	1.3561199153846153E-4
training	تعلیم	1.354839646153846E-4
too	همچنین	1.3545635E-4
credit	اعتباری	1.353204123076923E-4
point	پوینت	1.3502143E-4
join	بپیوندید	1.340752323076923E-4
science	علمی	1.340252376923077E-4
men	مردها	1.3389108230769231E-4
advanced	پیشرفته	1.334016623076923E-4
west	وست	1.333437446153846E-4
sales	فروش	1.3326478461538462E-4
look	ببین	1.3311000153846153E-4
english	انگلیسی	1.3259349692307693E-4
left	چپ	1.3211740846153847E-4
team	تیمی	1.3206755769230768E-4
estate	املاک	1.3019711384615386E-4
box	باکس	1.3017792076923076E-4
conditions	شرایط	1.2996692769230768E-4
select	انتخاب	1.2974849615384615E-4
windows	ویندوز	1.296401146153846E-4
photos	عکس	1.2909804076923078E-4
gay	همجنسگرایی	1.2891368538461539E-4
thread	نخ	1.2886041307692307E-4
week	هفتۀ	1.2861696923076923E-4
category	مقوله	1.2831688307692306E-4
note	یادداشت	1.2819794923076924E-4
large	درشت	1.2758751E-4
gallery	گالری	1.2743971230769232E-4
table	میز	1.271857323076923E-4
register	ثبات	1.2679572461538462E-4
however	هرچند	1.2612090461538463E-4
june	ژوئن	1.2611676692307692E-4
october	اکتبر	1.256638876923077E-4
november	نوامبر	1.256218330769231E-4
market	مارکت	1.249155E-4
library	کتابخانه	1.2467415E-4
really	واقعآ	1.2464106923076922E-4
action	اکشن	1.2463340846153846E-4
start	شروع	1.245487753846154E-4
series	سری	1.2424504384615385E-4
model	مدل	1.240044153846154E-4
features	ویژگیهای	1.2381622153846155E-4
air	ایر	1.237310776923077E-4
industry	صنایع	1.237020176923077E-4
plan	تدبیر	1.2365095692307693E-4
human	بشر	1.235182676923077E-4
provided	روزی	1.2291219153846153E-4
required	نیاز	1.226761323076923E-4
second	دومی	1.225718453846154E-4
hot	داغ	1.2252859923076923E-4
accessories	لوازم	1.2229407461538462E-4
cost	هزینه	1.2222096615384614E-4
movie	فیلمی	1.2186238461538462E-4
march	راهپیمایی	1.217548223076923E-4
september	سپتامبر	1.2090942692307692E-4
better	بهتر	1.2083029076923078E-4
say	بگو	1.2065020538461538E-4
questions	سؤالات	1.2054131692307692E-4
july	ژوئیه	1.2051348076923077E-4
yahoo	یاهو	1.1979510846153846E-4
going	میرم	1.1944929307692308E-4
medical	طبی	1.1942653615384615E-4
test	آزمایش	1.1923045153846154E-4
friend	دوستی	1.1886701923076922E-4
come	بیاید	1.1871239923076924E-4
dec	دکلان	1.1869315846153846E-4
server	سرور	1.1829888E-4
study	تحصیل	1.1767565692307692E-4
application	کاربردی	1.1752045769230769E-4
cart	چرخ	1.1704252076923077E-4
staff	عصای	1.1657936923076923E-4
articles	مقالات	1.1656248076923077E-4
san	سن	1.164233823076923E-4
feedback	بازخورد	1.1616006076923077E-4
again	دوباره	1.1598570461538462E-4
play	بازی	1.1596025615384615E-4
looking	نظاره	1.1585398153846154E-4
issues	مسائل	1.1546636461538462E-4
april	آوریل	1.1536674384615384E-4
never	هیچوقت	1.1504366E-4
users	کاربران	1.1486171846153846E-4
complete	تکمیل	1.1485556692307692E-4
street	خیابانی	1.1471596461538461E-4
topic	مبحث	1.1461669384615385E-4
comment	توضیح	1.1432979153846153E-4
financial	مالی	1.141001976923077E-4
things	اوضاع	1.1382299461538461E-4
working	کار	1.1359688E-4
standard	استاندارد	1.1321324E-4
tax	مالیاتی	1.1300511615384615E-4
person	شخص	1.1288419076923077E-4
below	زیر	1.1207817615384616E-4
mobile	متحرک	1.1191540692307693E-4
less	کمتر	1.1186934384615384E-4
blog	بلاگ	1.1157032769230769E-4
party	جشن	1.1131346153846154E-4
payment	دستمزد	1.1126628E-4
equipment	تجهیزات	1.1099864461538461E-4
student	محصل	1.1045397307692308E-4
let	بزار	1.1004802923076923E-4
offers	توجیه	1.0929839153846153E-4
legal	مجاز	1.0926828538461538E-4
above	فراز	1.0914970769230769E-4
recent	اخیر	1.0905056076923077E-4
park	پارک	1.0888369384615385E-4
side	طرف	1.0858105615384615E-4
act	عمل	1.085201576923077E-4
problem	مسئله	1.084707876923077E-4
red	رد	1.0830733230769231E-4
give	بده	1.0822200153846153E-4
memory	حافظه	1.0806141E-4
performance	عملکرد	1.074696923076923E-4
social	سوسیال	1.0735875E-4
august	اوت	1.0727685923076922E-4
quote	نقل	1.0710940461538462E-4
language	زبان	1.0655230153846154E-4
story	داستان	1.0648754538461538E-4
sell	فروش	1.0592047153846153E-4
experience	تجربه	1.0548820153846154E-4
create	ایجاد	1.0543932461538461E-4
key	کلید	1.0527910384615385E-4
body	بدنی	1.0504680153846154E-4
young	جوان	1.0487821846153846E-4
america	امریکا	1.0478055923076923E-4
important	مهمند	1.0469496538461538E-4
field	حوزه	1.0406856923076923E-4
few	چند	1.0394820307692308E-4
east	شرق	1.0387468076923077E-4
paper	کاغذ	1.0379955846153846E-4
single	تکی	1.0365707923076923E-4
age	عصر	1.0209674384615384E-4
activities	فعالیتها	1.0206553076923076E-4
club	کلاب	1.0186807307692307E-4
example	مثال	1.0182250153846153E-4
girls	دختران	1.0178876615384616E-4
additional	اضافی	1.016828476923077E-4
password	گذرواژه	1.0164747769230769E-4
latest	آخرین	1.0150167153846153E-4
road	جاده	1.0138509230769231E-4
gift	هدیه	1.0109069923076923E-4
question	سؤال	1.0049577692307692E-4
changes	تغییرات	1.0043865461538462E-4
night	شبها	1.0040883384615385E-4
hard	دشوار	1.0004208307692308E-4
texas	تگزاس	9.953787769230769E-5
pay	تاوان	9.938348461538461E-5
poker	پوکر	9.927294307692308E-5
status	وضعیت	9.922661E-5
browse	مرور	9.903111153846154E-5
issue	مسئله	9.879012E-5
range	گسترۀ	9.87037876923077E-5
building	ساختمان	9.865489615384615E-5
court	دادگاه	9.824613923076923E-5
february	فوریه	9.823450076923076E-5
always	همیشه	9.818059E-5
result	نتیجۀ	9.801926538461539E-5
audio	صدا	9.770361769230769E-5
light	روشنایی	9.746125538461539E-5
write	بنویسد	9.741934692307692E-5
war	جنگی	9.732107615384615E-5
nov	نوامبر	9.727780923076922E-5
offer	تقدیم	9.709920615384615E-5
blue	کبود	9.704687769230769E-5
groups	گروهها	9.678020538461538E-5
easy	راحت	9.657579E-5
event	رویداد	9.65502E-5
release	نشر	9.641603538461538E-5
analysis	آنالیز	9.611503076923077E-5
request	درخواست	9.586178307692307E-5
fax	فکس	9.576985923076923E-5
china	چین	9.574773384615385E-5
making	ساختن	9.55374576923077E-5
picture	عکسه	9.547429307692308E-5
needs	نیاز	9.507367384615385E-5
possible	ممکن	9.485504692307693E-5
professional	حرفهای	9.474046692307692E-5
month	ماه	9.463689461538461E-5
major	عمده	9.430173230769231E-5
star	استار	9.422937384615384E-5
areas	مناطق	9.383563615384615E-5
future	آینده	9.372643923076923E-5
space	فضایی	9.346559153846154E-5
committee	کمیته	9.334294923076922E-5
hand	دست	9.330512384615385E-5
sun	آفتاب	9.3245E-5
cards	ورق	9.31496323076923E-5
problems	مشکلات	9.314432307692307E-5
london	لندن	9.313793461538461E-5
washington	واشنگتون	9.306004846153846E-5
meeting	جلسه	9.293408153846154E-5
become	بشوی	9.268848923076924E-5
interest	ربا	9.251765230769231E-5
child	بچه	9.211337923076923E-5
california	کالیفرنیا	9.18284423076923E-5
porn	پورن	9.176535538461539E-5
similar	مشابه	9.165447461538462E-5
garden	باغچه	9.154999076923076E-5
schools	مدارس	9.152201923076923E-5
million	ملیون	9.139892923076923E-5
reference	ارجاع	9.086741230769231E-5
companies	احزاب	9.085083076923077E-5
baby	بچه	9.053543384615384E-5
learning	یادگیری	9.051757307692308E-5
energy	انرژی	9.034694692307693E-5
run	اجرا	9.016428076923077E-5
delivery	زایمان	9.009192153846154E-5
net	تور	8.99104523076923E-5
popular	محبوب	8.961209307692308E-5
term	ترم	8.944832615384616E-5
film	فیلم	8.93060323076923E-5
stories	داستان	8.884974384615385E-5
computers	کامپیوتر	8.859094923076923E-5
journal	مجله	8.810169307692307E-5
reports	گزارشها	8.808919923076923E-5
central	مرکزی	8.757072923076922E-5
images	تصاویر	8.752928769230769E-5
god	الهی	8.740335153846154E-5
original	اوریجینال	8.727167923076923E-5
head	هد	8.716632615384616E-5
radio	بیسیم	8.714278769230769E-5
until	تا	8.699237384615385E-5
cell	یاخته	8.697505153846154E-5
color	رنگها	8.689666E-5
self	بخود	8.68478276923077E-5
council	شورای	8.684132153846154E-5
away	میفرمایند	8.679805538461538E-5
includes	شامل	8.651288538461538E-5
track	شیار	8.645018692307693E-5
discussion	بحث	8.613343538461539E-5
archive	آرشیو	8.613220384615385E-5
others	دیگران	8.569054923076924E-5
entertainment	سرگرمی	8.568832153846154E-5
agreement	توافق	8.56587076923077E-5
format	قالبی	8.559971230769231E-5
least	کمترین	8.556138307692308E-5
society	جامعه	8.553771923076923E-5
months	ماهه	8.553250538461539E-5
log	ثبت	8.551565384615385E-5
safety	ایمنی	8.543420307692307E-5
friends	دوستان	8.517909769230769E-5
trade	تجارت	8.468198846153846E-5
edition	ورژن	8.465497153846154E-5
cars	ماشینها	8.439833538461538E-5
messages	پیام	8.438276923076923E-5
marketing	بازاریابی	8.430477923076924E-5
tell	بگو	8.42721E-5
association	انجمن	8.416645076923077E-5
able	توانا	8.414541384615384E-5
having	داشتن	8.412315076923077E-5
provides	نعم	8.401053153846154E-5
david	دیوید	8.389772615384616E-5
already	قبلا	8.332658846153846E-5
green	سبز	8.329838846153846E-5
studies	مطالعات	8.309604461538462E-5
close	بستن	8.296389846153846E-5
common	مشترک	8.295328846153846E-5
drive	درایو	8.292259307692308E-5
specific	خاص	8.291213769230769E-5
several	چندین	8.276121846153847E-5
gold	طلا	8.269059846153846E-5
feb	فوریه	8.267952E-5
living	وزندگی	8.247381615384615E-5
sep	اسپ	8.241938923076924E-5
collection	مجموعه	8.240145E-5
short	کوتاه	8.211941692307692E-5
arts	هنر	8.189694846153846E-5
lot	لوط	8.185016E-5
ask	بپرس	8.18463176923077E-5
limited	محدود	8.165766846153846E-5
powered	پاور	8.163071769230769E-5
director	کارگردان	8.145510846153846E-5
daily	دیلی	8.141365923076923E-5
beach	ساحل	8.126360153846154E-5
past	گذشته	8.125047384615385E-5
natural	طبیعی	8.084751615384615E-5
due	سررسید	8.06987E-5
electronics	الکترونیک	8.017716538461539E-5
five	پنج	8.012751461538462E-5
period	دورۀ	7.992783230769231E-5
database	دادگان	7.979357076923077E-5
says	میگه	7.976762692307693E-5
official	رسمی	7.963156692307692E-5
weather	هوای	7.948608692307692E-5
mar	مار	7.938698461538462E-5
land	خشکی	7.933302538461538E-5
average	میانگین	7.910584769230769E-5
technical	تکنیکی	7.907143153846154E-5
window	پنجره	7.900901153846154E-5
france	فرانس	7.899856846153847E-5
pro	حرفهای	7.890835384615385E-5
region	استان	7.888641692307692E-5
island	جزیره	7.870538307692307E-5
record	ضبط	7.864211E-5
direct	دایرکت	7.86416076923077E-5
microsoft	مایکروسافت	7.858429230769231E-5
conference	کنفرانس	7.845207E-5
records	رکوردز	7.828563769230769E-5
district	ناحیه	7.794286384615385E-5
style	سبک	7.771097384615385E-5
front	جبهه	7.760487923076923E-5
statement	اظهارات	7.759151538461538E-5
update	بهروز	7.751168307692308E-5
parts	قطعات	7.741346538461538E-5
aug	اوت	7.730970153846153E-5
early	پگاه	7.693322615384616E-5
miles	مایلز	7.693270923076923E-5
sound	صدا	7.693141E-5
resource	منبع	7.689544846153845E-5
present	هدیه	7.647749538461539E-5
applications	کاربردها	7.640321692307692E-5
document	سند	7.592597846153847E-5
word	سخن	7.590103153846154E-5
material	مصالح	7.579101384615384E-5
bill	بیل	7.576474307692307E-5
apr	آوریل	7.544726076923076E-5
talk	حرف	7.526987461538462E-5
federal	فدرال	7.525968846153846E-5
hosting	میزبانی	7.519057692307693E-5
rules	قوانین	7.512203153846154E-5
final	پایانی	7.511468E-5
adult	بالغ	7.506392E-5
tickets	بلیط	7.504750384615385E-5
centre	سنتر	7.481403307692308E-5
requirements	نیازها	7.479510153846154E-5
via	طریق	7.474394461538461E-5
cheap	ارزون	7.465366307692307E-5
nude	لختی	7.441061E-5
finance	مالی	7.427243384615385E-5
true	راست	7.40535E-5
minutes	دقیقه	7.403246846153847E-5
mark	مارک	7.354365538461539E-5
third	سومین	7.345326153846155E-5
rock	صخره	7.345272538461539E-5
gifts	هدیه	7.339416615384616E-5
europe	اروپا	7.336418846153846E-5
reading	خواندن	7.329957615384615E-5
topics	موضوعاتی	7.317872153846154E-5
bad	بد	7.315137461538462E-5
individual	فرد	7.293467846153846E-5
tips	نکات	7.292376846153845E-5
plus	پلاس	7.286942384615385E-5
auto	خودکار	7.284643923076923E-5
cover	جلد	7.26936376923077E-5
usually	معمولا	7.26749E-5
edit	ویرایش	7.243040692307692E-5
together	باهم	7.239520384615385E-5
videos	ویدیو	7.236085615384616E-5
percent	درصد	7.233562461538462E-5
fast	سریع	7.226267076923078E-5
function	کارکرد	7.221452846153846E-5
unit	یگان	7.208797E-5
getting	شدن	7.191024538461539E-5
global	جهانی	7.188507307692307E-5
tech	متخصصین	7.18474376923077E-5
meet	ملاقات	7.175067076923076E-5
far	دور	7.158600307692308E-5
economic	اقتصادی	7.157254307692307E-5
player	بازیکن	7.131521923076923E-5
projects	پروژههای	7.123344307692308E-5
lyrics	شعر	7.121517769230769E-5
often	اغلب	7.119343076923077E-5
subscribe	اشتراک	7.112018923076923E-5
submit	تسلیم	7.110119923076923E-5
germany	آلمان	7.088587769230769E-5
amount	مقدار	7.079975307692307E-5
included	شامل	7.077133E-5
feel	حس	7.071077E-5
though	هرچند	7.069683923076923E-5
bank	بانک	7.043026846153846E-5
risk	خطر	7.037395E-5
thanks	سپاس	7.030647E-5
deals	معاملات	7.014612923076924E-5
various	گوناگون	7.012010692307692E-5
words	کلمات	6.993087923076923E-5
linux	لینوکس	6.988787E-5
production	تولید	6.970210692307692E-5
commercial	تجاری	6.965764E-5
james	خامس	6.964283E-5
weight	وزن	6.962043076923077E-5
town	قریه	6.959913846153847E-5
heart	دل	6.942251153846153E-5
advertising	آگهی	6.939254538461539E-5
choose	انتخاب	6.923859538461538E-5
treatment	درمانش	6.923229846153846E-5
newsletter	خبرنامه	6.909884153846154E-5
archives	آرشیو	6.909735384615384E-5
points	نقاط	6.906171846153847E-5
knowledge	آگاهی	6.903795307692307E-5
magazine	مجله	6.903385538461538E-5
error	خطای	6.876651923076923E-5
camera	دوربین	6.871148461538462E-5
jun	ژون	6.858053076923077E-5
girl	دختری	6.85685576923077E-5
construction	ساخت	6.828467E-5
clear	روشن	6.803662307692307E-5
golf	گلف	6.794843230769231E-5
receive	دریافت	6.794533692307692E-5
domain	دامنه	6.776722384615384E-5
methods	روشهای	6.761360615384616E-5
chapter	سوره	6.760221076923077E-5
protection	پناه	6.755709230769231E-5
policies	سیاستهای	6.753218384615385E-5
loan	وام	6.752734538461539E-5
wide	پهنا	6.743190384615384E-5
beauty	زیبای	6.736326153846154E-5
manager	مدیر	6.726284923076924E-5
india	هندوستان	6.722450538461539E-5
position	موقعیت	6.703014384615385E-5
taken	گرفته	6.693833538461539E-5
models	مدلهای	6.659475846153847E-5
michael	میکائیل	6.655954461538462E-5
known	دانسته	6.645812E-5
half	نیم	6.637724615384616E-5
cases	موارد	6.63505176923077E-5
step	قدم	6.626713615384615E-5
engineering	مهندسی	6.612662923076922E-5
simple	ساده	6.585994E-5
quick	سریع	6.583430769230769E-5
none	هیچکدام	6.578707769230769E-5
wireless	وایرلس	6.564116461538461E-5
license	مجوز	6.563607384615385E-5
paul	پاول	6.558664615384616E-5
friday	آدینه	6.557310230769231E-5
whole	کل	6.554040769230769E-5
